,x,y
0,-2.0,4.5440211108893696
1,-1.9995999599959997,4.54074171287573
2,-1.9991999199919992,4.53746046512603
3,-1.998799879987999,4.534177374367891
4,-1.9983998399839984,4.530892447337576
5,-1.997999799979998,4.527605690779985
6,-1.9975997599759976,4.524317111448608
7,-1.9971997199719973,4.521026716105521
8,-1.9967996799679968,4.517734511521332
9,-1.9963996399639965,4.51444050447518
10,-1.995999599959996,4.511144701754687
11,-1.9955995599559957,4.507847110155945
12,-1.9951995199519952,4.504547736483481
13,-1.994799479947995,4.501246587550233
14,-1.9943994399439944,4.49794367017752
15,-1.993999399939994,4.494638991195022
16,-1.9935993599359936,4.49133255744074
17,-1.9931993199319933,4.488024375760984
18,-1.9927992799279928,4.484714453010328
19,-1.9923992399239925,4.481402796051603
20,-1.991999199919992,4.4780894117558505
21,-1.9915991599159917,4.474774307002308
22,-1.9911991199119912,4.471457488678371
23,-1.9907990799079909,4.46813896367958
24,-1.9903990399039904,4.4648187389095755
25,-1.98999899989999,4.461496821280083
26,-1.9895989598959896,4.458173217710883
27,-1.9891989198919893,4.454847935129777
28,-1.9887988798879888,4.451520980472567
29,-1.9883988398839885,4.448192360683026
30,-1.987998799879988,4.444862082712867
31,-1.9875987598759877,4.441530153521723
32,-1.9871987198719872,4.438196580077102
33,-1.9867986798679869,4.434861369354387
34,-1.9863986398639863,4.431524528336776
35,-1.985998599859986,4.428186064015283
36,-1.9855985598559855,4.424845983388687
37,-1.9851985198519853,4.421504293463523
38,-1.9847984798479847,4.4181610012540355
39,-1.9843984398439845,4.41481611378217
40,-1.983998399839984,4.4114696380775245
41,-1.9835983598359836,4.408121581177342
42,-1.9831983198319831,4.404771950126463
43,-1.9827982798279828,4.401420751977311
44,-1.9823982398239823,4.398067993789861
45,-1.981998199819982,4.3947136826316076
46,-1.9815981598159815,4.3913578255775345
47,-1.9811981198119812,4.388000429710104
48,-1.9807980798079807,4.384641502119198
49,-1.9803980398039804,4.381281049902124
50,-1.97999799979998,4.377919080163554
51,-1.9795979597959796,4.374555600015527
52,-1.9791979197919791,4.371190616577392
53,-1.9787978797879788,4.367824136975804
54,-1.9783978397839783,4.364456168344673
55,-1.977997799779978,4.3610867178251596
56,-1.9775977597759775,4.357715792565623
57,-1.9771977197719772,4.354343399721606
58,-1.9767976797679767,4.350969546455807
59,-1.9763976397639764,4.347594239938045
60,-1.975997599759976,4.344217487345232
61,-1.9755975597559756,4.34083929586135
62,-1.975197519751975,4.337459672677414
63,-1.9747974797479748,4.334078624991453
64,-1.9743974397439743,4.3306961600084675
65,-1.973997399739974,4.327312284940419
66,-1.9735973597359735,4.323927007006179
67,-1.9731973197319732,4.320540333431525
68,-1.9727972797279727,4.317152271449087
69,-1.9723972397239724,4.313762828298342
70,-1.971997199719972,4.310372011225558
71,-1.9715971597159716,4.306979827483798
72,-1.971197119711971,4.303586284332858
73,-1.9707970797079708,4.300191389039264
74,-1.9703970397039703,4.296795148876225
75,-1.96999699969997,4.293397571123614
76,-1.9695969596959695,4.289998663067938
77,-1.9691969196919692,4.286598432002304
78,-1.968796879687969,4.28319688522639
79,-1.9683968396839684,4.279794030046426
80,-1.967996799679968,4.276389873775151
81,-1.9675967596759676,4.272984423731789
82,-1.9671967196719673,4.269577687242029
83,-1.9667966796679668,4.266169671637975
84,-1.9663966396639665,4.262760384258143
85,-1.965996599659966,4.259349832447403
86,-1.9655965596559657,4.255938023556978
87,-1.9651965196519652,4.252524964944389
88,-1.9647964796479649,4.249110663973448
89,-1.9643964396439644,4.245695128014207
90,-1.963996399639964,4.24227836444295
91,-1.9635963596359636,4.238860380642146
92,-1.9631963196319633,4.235441184000428
93,-1.9627962796279628,4.2320207819125635
94,-1.9623962396239625,4.228599181779423
95,-1.961996199619962,4.2251763910079445
96,-1.9615961596159617,4.221752417011123
97,-1.9611961196119612,4.218327267207953
98,-1.9607960796079609,4.214900949023426
99,-1.9603960396039604,4.21147346988848
100,-1.95999599959996,4.208044837239985
101,-1.9595959595959596,4.204615058520698
102,-1.9591959195919593,4.201184141179253
103,-1.9587958795879588,4.197752092670107
104,-1.9583958395839585,4.194318920453535
105,-1.957995799579958,4.190884631995578
106,-1.9575957595759577,4.187449234768035
107,-1.9571957195719571,4.184012736248408
108,-1.9567956795679569,4.1805751439198975
109,-1.9563956395639563,4.177136465271352
110,-1.955995599559956,4.1736967077972515
111,-1.9555955595559555,4.170255878997672
112,-1.9551955195519553,4.166813986378255
113,-1.9547954795479547,4.163371037450177
114,-1.9543954395439544,4.1599270397301265
115,-1.953995399539954,4.156482000740262
116,-1.9535953595359536,4.153035928008196
117,-1.9531953195319531,4.149588829066947
118,-1.9527952795279528,4.146140711454932
119,-1.9523952395239523,4.142691582715912
120,-1.951995199519952,4.139241450398985
121,-1.9515951595159515,4.135790322058534
122,-1.9511951195119512,4.132338205254216
123,-1.9507950795079507,4.128885107550918
124,-1.9503950395039504,4.125431036518733
125,-1.94999499949995,4.12197599973293
126,-1.9495949594959496,4.118520004773924
127,-1.9491949194919491,4.115063059227235
128,-1.9487948794879488,4.111605170683479
129,-1.9483948394839483,4.108146346738315
130,-1.947994799479948,4.104686594992434
131,-1.9475947594759475,4.101225923051509
132,-1.9471947194719472,4.097764338526186
133,-1.9467946794679467,4.094301849032033
134,-1.9463946394639464,4.090838462189527
135,-1.945994599459946,4.087374185624007
136,-1.9455945594559456,4.083909026965663
137,-1.945194519451945,4.080442993849482
138,-1.9447944794479448,4.076976093915245
139,-1.9443944394439443,4.073508334807465
140,-1.943994399439944,4.070039724175387
141,-1.9435943594359435,4.066570269672933
142,-1.9431943194319432,4.063099978958688
143,-1.9427942794279427,4.059628859695861
144,-1.9423942394239424,4.056156919552258
145,-1.941994199419942,4.052684166200244
146,-1.9415941594159416,4.049210607316726
147,-1.941194119411941,4.045736250583107
148,-1.9407940794079408,4.04226110368527
149,-1.9403940394039403,4.038785174313531
150,-1.93999399939994,4.035308470162627
151,-1.9395939593959395,4.031830998931664
152,-1.9391939193919392,4.02835276832411
153,-1.938793879387939,4.024873786047741
154,-1.9383938393839384,4.021394059814624
155,-1.937993799379938,4.017913597341087
156,-1.9375937593759376,4.0144324063476775
157,-1.9371937193719373,4.010950494559145
158,-1.9367936793679368,4.0074678697043975
159,-1.9363936393639365,4.003984539516479
160,-1.935993599359936,4.000500511732535
161,-1.9355935593559357,3.997015794093786
162,-1.9351935193519352,3.9935303943454845
163,-1.9347934793479349,3.990044320236904
164,-1.9343934393439344,3.9865575795212846
165,-1.933993399339934,3.9830701799558255
166,-1.9335933593359336,3.9795821293016314
167,-1.9331933193319333,3.976093435323702
168,-1.9327932793279328,3.9726041057908827
169,-1.9323932393239325,3.969114148475851
170,-1.931993199319932,3.965623571155067
171,-1.9315931593159317,3.9621323816087615
172,-1.9311931193119312,3.958640587620885
173,-1.9307930793079309,3.9551481969790983
174,-1.9303930393039304,3.9516552174747175
175,-1.92999299929993,3.9481616569027067
176,-1.9295929592959296,3.944667523061627
177,-1.9291929192919293,3.9411728237536154
178,-1.9287928792879288,3.9376775667843553
179,-1.9283928392839285,3.9341817599630384
180,-1.927992799279928,3.9306854111023344
181,-1.9275927592759277,3.9271885280183705
182,-1.9271927192719271,3.923691118530681
183,-1.9267926792679269,3.920193190462197
184,-1.9263926392639263,3.916694751639196
185,-1.925992599259926,3.9131958098912873
186,-1.9255925592559255,3.9096963730513647
187,-1.9251925192519252,3.906196448955592
188,-1.9247924792479247,3.9026960454433537
189,-1.9243924392439244,3.8991951703572427
190,-1.923992399239924,3.895693831543011
191,-1.9235923592359236,3.8921920368495484
192,-1.9231923192319231,3.8886897941288523
193,-1.9227922792279228,3.8851871112359913
194,-1.9223922392239223,3.8816839960290714
195,-1.921992199219922,3.8781804563692175
196,-1.9215921592159215,3.874676500120523
197,-1.9211921192119212,3.871172135150038
198,-1.9207920792079207,3.86766736932772
199,-1.9203920392039204,3.864162210526419
200,-1.91999199919992,3.8606566666218285
201,-1.9195919591959196,3.857150745492474
202,-1.9191919191919191,3.8536444550196585
203,-1.9187918791879188,3.850137803087455
204,-1.9183918391839183,3.846630797582653
205,-1.917991799179918,3.8431234463947463
206,-1.9175917591759175,3.839615757415883
207,-1.9171917191719172,3.8361077385408526
208,-1.9167916791679167,3.832599397667037
209,-1.9163916391639164,3.8290907426943903
210,-1.915991599159916,3.8255817815254045
211,-1.9155915591559156,3.8220725220650764
212,-1.915191519151915,3.818562972220873
213,-1.9147914791479148,3.8150531399027128
214,-1.9143914391439143,3.811543033022913
215,-1.913991399139914,3.808032659496182
216,-1.9135913591359135,3.804522027239564
217,-1.9131913191319132,3.8010111441724286
218,-1.9127912791279127,3.7975000182164216
219,-1.9123912391239124,3.793988657295448
220,-1.9119911991199119,3.790477069335626
221,-1.9115911591159116,3.7869652622652707
222,-1.911191119111911,3.783453244014847
223,-1.9107910791079108,3.7799410225169487
224,-1.9103910391039105,3.7764286057062653
225,-1.90999099909991,3.772916001519543
226,-1.9095909590959095,3.7694032178955603
227,-1.9091909190919092,3.765890262775099
228,-1.908790879087909,3.7623771441009013
229,-1.9083908390839084,3.758863869817643
230,-1.9079907990799079,3.7553504478719093
231,-1.9075907590759076,3.751836886212156
232,-1.9071907190719073,3.748323192788673
233,-1.9067906790679068,3.7448093755535594
234,-1.9063906390639065,3.7412954424606957
235,-1.905990599059906,3.737781401465698
236,-1.9055905590559057,3.734267260525904
237,-1.9051905190519052,3.730753027600321
238,-1.9047904790479049,3.7272387106496168
239,-1.9043904390439044,3.7237243176360635
240,-1.903990399039904,3.72020985652353
241,-1.9035903590359036,3.7166953352774272
242,-1.9031903190319033,3.713180761864697
243,-1.9027902790279028,3.7096661442537626
244,-1.9023902390239025,3.7061514904145074
245,-1.901990199019902,3.7026368083182426
246,-1.9015901590159017,3.699122105937671
247,-1.9011901190119012,3.6956073912468534
248,-1.9007900790079009,3.692092672221189
249,-1.9003900390039004,3.688577956837365
250,-1.8999899989999,3.685063253073344
251,-1.8995899589958996,3.681548568908313
252,-1.8991899189918993,3.6780339123226717
253,-1.8987898789878987,3.6745192912979787
254,-1.8983898389838985,3.6710047138169415
255,-1.897989798979898,3.667490187863364
256,-1.8975897589758977,3.6639757214221342
257,-1.8971897189718971,3.660461322479175
258,-1.8967896789678969,3.656946999021422
259,-1.8963896389638963,3.653432759036791
260,-1.895989598959896,3.649918610514144
261,-1.8955895589558955,3.6464045614432523
262,-1.8951895189518952,3.64289061981478
263,-1.8947894789478947,3.6393767936202304
264,-1.8943894389438944,3.6358630908519367
265,-1.893989398939894,3.632349519503008
266,-1.8935893589358936,3.6288360875673185
267,-1.8931893189318931,3.6253228030394546
268,-1.8927892789278928,3.621809673914705
269,-1.8923892389238923,3.6182967081890047
270,-1.891989198919892,3.614783913858928
271,-1.8915891589158915,3.611271298921632
272,-1.8911891189118912,3.6077588713748483
273,-1.8907890789078907,3.604246639216827
274,-1.8903890389038904,3.60073461044633
275,-1.88998899889989,3.5972227930625755
276,-1.8895889588958896,3.59371119506522
277,-1.8891889188918891,3.5901998244543254
278,-1.8887888788878888,3.5866886892303227
279,-1.8883888388838883,3.5831777973939767
280,-1.887988798879888,3.5796671569463694
281,-1.8875887588758875,3.5761567758888457
282,-1.8871887188718872,3.572646662223005
283,-1.8867886788678867,3.5691368239506467
284,-1.8863886388638864,3.5656272690737576
285,-1.885988598859886,3.562118005594464
286,-1.8855885588558856,3.558609041515014
287,-1.885188518851885,3.55510038483773
288,-1.8847884788478848,3.5515920435649955
289,-1.8843884388438843,3.5480840256992026
290,-1.883988398839884,3.5445763392427345
291,-1.8835883588358835,3.541068992197931
292,-1.8831883188318832,3.537561992567052
293,-1.8827882788278827,3.5340553483522443
294,-1.8823882388238824,3.530549067555523
295,-1.8819881988198819,3.527043158178719
296,-1.8815881588158816,3.523537628223467
297,-1.881188118811881,3.520032485691156
298,-1.8807880788078808,3.5165277385829135
299,-1.8803880388038805,3.5130233948995597
300,-1.87998799879988,3.5095194626415798
301,-1.8795879587958795,3.5060159498091
302,-1.8791879187918792,3.5025128644018477
303,-1.878787878787879,3.4990102144191164
304,-1.8783878387838784,3.4955080078597383
305,-1.8779877987798779,3.4920062527220557
306,-1.8775877587758776,3.4885049570038875
307,-1.8771877187718773,3.4850041287024887
308,-1.8767876787678768,3.481503775814524
309,-1.8763876387638765,3.478003906336047
310,-1.875987598759876,3.4745045282624454
311,-1.8755875587558757,3.4710056495884283
312,-1.8751875187518752,3.4675072783079868
313,-1.8747874787478749,3.4640094224143625
314,-1.8743874387438744,3.46051208990001
315,-1.873987398739874,3.4570152887565815
316,-1.8735873587358736,3.4535190269748712
317,-1.8731873187318733,3.4500233125448085
318,-1.8727872787278728,3.4465281534554015
319,-1.8723872387238725,3.4430335576947275
320,-1.871987198719872,3.439539533249881
321,-1.8715871587158717,3.4360460881069605
322,-1.8711871187118712,3.4325532302510187
323,-1.8707870787078709,3.4290609676660475
324,-1.8703870387038704,3.425569308334931
325,-1.86998699869987,3.422078260239422
326,-1.8695869586958695,3.4185878313601115
327,-1.8691869186918693,3.4150980296763915
328,-1.8687868786878687,3.4116088631664216
329,-1.8683868386838685,3.4081203398071094
330,-1.867986798679868,3.4046324675740594
331,-1.8675867586758677,3.401145254441563
332,-1.8671867186718671,3.3976587083825427
333,-1.8667866786678669,3.3941728373685454
334,-1.8663866386638663,3.3906876493696854
335,-1.865986598659866,3.387203152354637
336,-1.8655865586558655,3.3837193542905792
337,-1.8651865186518652,3.3802362631431846
338,-1.8647864786478647,3.3767538868765707
339,-1.8643864386438644,3.3732722334532825
340,-1.863986398639864,3.3697913108342448
341,-1.8635863586358636,3.36631112697875
342,-1.8631863186318631,3.362831689844404
343,-1.8627862786278628,3.3593530073871136
344,-1.8623862386238623,3.355875087561045
345,-1.861986198619862,3.3523979383185925
346,-1.8615861586158615,3.3489215676103457
347,-1.8611861186118612,3.3454459833850687
348,-1.8607860786078607,3.341971193589648
349,-1.8603860386038604,3.3384972061690825
350,-1.85998599859986,3.3350240290664326
351,-1.8595859585958596,3.3315516702228067
352,-1.859185918591859,3.328080137577309
353,-1.8587858785878588,3.3246094390670313
354,-1.8583858385838583,3.321139582626995
355,-1.857985798579858,3.3176705761901477
356,-1.8575857585758575,3.3142024276873046
357,-1.8571857185718572,3.3107351450471327
358,-1.8567856785678567,3.3072687361961193
359,-1.8563856385638564,3.303803209058534
360,-1.855985598559856,3.3003385715563938
361,-1.8555855585558556,3.296874831609448
362,-1.855185518551855,3.2934119971351232
363,-1.8547854785478548,3.289950076048517
364,-1.8543854385438543,3.28648907626234
365,-1.853985398539854,3.2830290056869087
366,-1.8535853585358535,3.2795698722300934
367,-1.8531853185318532,3.276111683797304
368,-1.8527852785278527,3.2726544482914406
369,-1.8523852385238524,3.269198173612883
370,-1.851985198519852,3.265742867659437
371,-1.8515851585158516,3.2622885383263154
372,-1.851185118511851,3.2588351935061093
373,-1.8507850785078508,3.2553828410887498
374,-1.8503850385038505,3.2519314889614743
375,-1.84998499849985,3.248481145008799
376,-1.8495849584958495,3.2450318171124937
377,-1.8491849184918492,3.241583513151537
378,-1.848784878487849,3.238136241002092
379,-1.8483848384838484,3.234690008537479
380,-1.8479847984798479,3.231244823628132
381,-1.8475847584758476,3.227800694141584
382,-1.8471847184718473,3.2243576279424166
383,-1.8467846784678468,3.2209156328922415
384,-1.8463846384638463,3.217474716849666
385,-1.845984598459846,3.214034887670265
386,-1.8455845584558457,3.210596153206539
387,-1.8451845184518452,3.2071585213078873
388,-1.8447844784478447,3.2037219998205884
389,-1.8443844384438444,3.200286596587751
390,-1.843984398439844,3.1968523194492953
391,-1.8435843584358436,3.1934191762419104
392,-1.8431843184318433,3.1899871747990347
393,-1.8427842784278428,3.186556322950818
394,-1.8423842384238425,3.183126628524092
395,-1.841984198419842,3.179698099342332
396,-1.8415841584158417,3.176270743225644
397,-1.8411841184118412,3.1728445679907074
398,-1.8407840784078409,3.1694195814507706
399,-1.8403840384038403,3.165995791415596
400,-1.83998399839984,3.1625732056914484
401,-1.8395839583958395,3.1591518320810468
402,-1.8391839183918393,3.1557316783835496
403,-1.8387838783878387,3.152312752394506
404,-1.8383838383838385,3.1488950619058436
405,-1.837983798379838,3.145478614705817
406,-1.8375837583758377,3.142063418578999
407,-1.8371837183718371,3.138649481306225
408,-1.8367836783678368,3.135236810664587
409,-1.8363836383638363,3.1318254144273796
410,-1.835983598359836,3.1284153003640847
411,-1.8355835583558355,3.125006476240334
412,-1.8351835183518352,3.1215989498178796
413,-1.8347834783478347,3.118192728854558
414,-1.8343834383438344,3.1147878211042714
415,-1.833983398339834,3.111384234316939
416,-1.8335833583358336,3.1079819762384857
417,-1.8331833183318331,3.104581054610791
418,-1.8327832783278328,3.1011814771716777
419,-1.8323832383238323,3.097783251654861
420,-1.831983198319832,3.0943863857899396
421,-1.8315831583158315,3.09099088730234
422,-1.8311831183118312,3.087596763913312
423,-1.8307830783078307,3.0842040233398738
424,-1.8303830383038304,3.080812673294795
