,x,y,x_scaled,y_scaled
0,-2.0,4.5440211108893696,-1.731791015101997,2.328998768435071
1,-1.9995999599959997,4.54074171287573,-1.7314446222596924,2.3266197303791234
2,-1.9991999199919992,4.53746046512603,-1.7310982294173878,2.324239350432847
3,-1.998799879987999,4.534177374367891,-1.7307518365750831,2.321857633476791
4,-1.9983998399839984,4.530892447337576,-1.7304054437327785,2.319474584397775
5,-1.997999799979998,4.527605690779985,-1.7300590508904738,2.317090208088885
6,-1.9975997599759976,4.524317111448608,-1.7297126580481692,2.3147045094494376
7,-1.9971997199719973,4.521026716105521,-1.7293662652058646,2.3123174933849775
8,-1.9967996799679968,4.517734511521332,-1.72901987236356,2.3099291648072406
9,-1.9963996399639965,4.51444050447518,-1.7286734795212555,2.3075395286341505
10,-1.995999599959996,4.511144701754687,-1.7283270866789506,2.305148589789784
11,-1.9955995599559957,4.507847110155945,-1.7279806938366462,2.302756353204365
12,-1.9951995199519952,4.504547736483481,-1.7276343009943413,2.3003628238142344
13,-1.994799479947995,4.501246587550233,-1.727287908152037,2.297968006561836
14,-1.9943994399439944,4.49794367017752,-1.726941515309732,2.2955719063956916
15,-1.993999399939994,4.494638991195022,-1.7265951224674276,2.293174528270392
16,-1.9935993599359936,4.49133255744074,-1.726248729625123,2.2907758771465607
17,-1.9931993199319933,4.488024375760984,-1.7259023367828183,2.2883759579908522
18,-1.9927992799279928,4.484714453010328,-1.7255559439405137,2.2859747757759137
19,-1.9923992399239925,4.481402796051603,-1.725209551098209,2.2835723354803834
20,-1.991999199919992,4.4780894117558505,-1.7248631582559044,2.281168642088856
21,-1.9915991599159917,4.474774307002308,-1.7245167654135998,2.2787637005918717
22,-1.9911991199119912,4.471457488678371,-1.7241703725712951,2.2763575159858886
23,-1.9907990799079909,4.46813896367958,-1.7238239797289905,2.2739500932732755
24,-1.9903990399039904,4.4648187389095755,-1.7234775868866858,2.271541437462274
25,-1.98999899989999,4.461496821280083,-1.7231311940443812,2.269131553566994
26,-1.9895989598959896,4.458173217710883,-1.7227848012020766,2.2667204466073856
27,-1.9891989198919893,4.454847935129777,-1.7224384083597721,2.264308121609223
28,-1.9887988798879888,4.451520980472567,-1.7220920155174673,2.2618945836040782
29,-1.9883988398839885,4.448192360683026,-1.7217456226751628,2.259479837629311
30,-1.987998799879988,4.444862082712867,-1.721399229832858,2.2570638887280374
31,-1.9875987598759877,4.441530153521723,-1.7210528369905536,2.254646741949121
32,-1.9871987198719872,4.438196580077102,-1.7207064441482487,2.2522284023471384
33,-1.9867986798679869,4.434861369354387,-1.7203600513059443,2.2498088749823775
34,-1.9863986398639863,4.431524528336776,-1.7200136584636396,2.2473881649207974
35,-1.985998599859986,4.428186064015283,-1.719667265621335,2.244966277234027
36,-1.9855985598559855,4.424845983388687,-1.7193208727790303,2.2425432169993273
37,-1.9851985198519853,4.421504293463523,-1.7189744799367257,2.2401189892995865
38,-1.9847984798479847,4.4181610012540355,-1.718628087094421,2.237693599223285
39,-1.9843984398439845,4.41481611378217,-1.7182816942521164,2.235267051864492
40,-1.983998399839984,4.4114696380775245,-1.7179353014098118,2.2328393523228254
41,-1.9835983598359836,4.408121581177342,-1.7175889085675071,2.230410505703451
42,-1.9831983198319831,4.404771950126463,-1.7172425157252025,2.2279805171170457
43,-1.9827982798279828,4.401420751977311,-1.716896122882898,2.225549391679788
44,-1.9823982398239823,4.398067993789861,-1.7165497300405932,2.223117134513333
45,-1.981998199819982,4.3947136826316076,-1.7162033371982888,2.2206837507447927
46,-1.9815981598159815,4.3913578255775345,-1.715856944355984,2.2182492455067115
47,-1.9811981198119812,4.388000429710104,-1.7155105515136795,2.2158136239370587
48,-1.9807980798079807,4.384641502119198,-1.7151641586713746,2.2133768911791862
49,-1.9803980398039804,4.381281049902124,-1.7148177658290702,2.2109390523818337
50,-1.97999799979998,4.377919080163554,-1.7144713729867653,2.208500112699083
51,-1.9795979597959796,4.374555600015527,-1.714124980144461,2.206060077290359
52,-1.9791979197919791,4.371190616577392,-1.7137785873021563,2.2036189513203914
53,-1.9787978797879788,4.367824136975804,-1.7134321944598516,2.2011767399592093
54,-1.9783978397839783,4.364456168344673,-1.713085801617547,2.198733448382105
55,-1.977997799779978,4.3610867178251596,-1.7127394087752423,2.1962890817696312
56,-1.9775977597759775,4.357715792565623,-1.7123930159329377,2.193843645307562
57,-1.9771977197719772,4.354343399721606,-1.712046623090633,2.1913971441868836
58,-1.9767976797679767,4.350969546455807,-1.7117002302483284,2.188949583603772
59,-1.9763976397639764,4.347594239938045,-1.7113538374060238,2.186500968759571
60,-1.975997599759976,4.344217487345232,-1.7110074445637191,2.1840513048607675
61,-1.9755975597559756,4.34083929586135,-1.7106610517214147,2.181600597118979
62,-1.975197519751975,4.337459672677414,-1.7103146588791098,2.1791488507509245
63,-1.9747974797479748,4.334078624991453,-1.7099682660368054,2.176696070978412
64,-1.9743974397439743,4.3306961600084675,-1.7096218731945005,2.1742422630283054
65,-1.973997399739974,4.327312284940419,-1.7092754803521961,2.17178743213252
66,-1.9735973597359735,4.323927007006179,-1.7089290875098913,2.169331583527984
67,-1.9731973197319732,4.320540333431525,-1.7085826946675868,2.1668747224566345
68,-1.9727972797279727,4.317152271449087,-1.708236301825282,2.16441685416538
69,-1.9723972397239724,4.313762828298342,-1.7078899089829775,2.161957983906096
70,-1.971997199719972,4.310372011225558,-1.707543516140673,2.159498116935586
71,-1.9715971597159716,4.306979827483798,-1.7071971232983683,2.157037258515581
72,-1.971197119711971,4.303586284332858,-1.7068507304560636,2.154575413912697
73,-1.9707970797079708,4.300191389039264,-1.706504337613759,2.1521125883984333
74,-1.9703970397039703,4.296795148876225,-1.7061579447714543,2.1496487872491366
75,-1.96999699969997,4.293397571123614,-1.7058115519291497,2.1471840157459883
76,-1.9695969596959695,4.289998663067938,-1.705465159086845,2.1447182791749815
77,-1.9691969196919692,4.286598432002304,-1.7051187662445404,2.1422515828268973
78,-1.968796879687969,4.28319688522639,-1.704772373402236,2.139783931997286
79,-1.9683968396839684,4.279794030046426,-1.7044259805599313,2.137315331986448
80,-1.967996799679968,4.276389873775151,-1.7040795877176267,2.1348457880994083
81,-1.9675967596759676,4.272984423731789,-1.703733194875322,2.1323753056458945
82,-1.9671967196719673,4.269577687242029,-1.7033868020330174,2.129903889940324
83,-1.9667966796679668,4.266169671637975,-1.7030404091907128,2.127431546301771
84,-1.9663966396639665,4.262760384258143,-1.7026940163484081,2.1249582800539573
85,-1.965996599659966,4.259349832447403,-1.7023476235061035,2.122484096525217
86,-1.9655965596559657,4.255938023556978,-1.7020012306637988,2.1200090010484924
87,-1.9651965196519652,4.252524964944389,-1.7016548378214942,2.117532998961293
88,-1.9647964796479649,4.249110663973448,-1.7013084449791895,2.115056095605695
89,-1.9643964396439644,4.245695128014207,-1.700962052136885,2.112578296328299
90,-1.963996399639964,4.24227836444295,-1.7006156592945805,2.1100996064802273
91,-1.9635963596359636,4.238860380642146,-1.7002692664522756,2.1076200314170896
92,-1.9631963196319633,4.235441184000428,-1.6999228736099712,2.1051395764989667
93,-1.9627962796279628,4.2320207819125635,-1.6995764807676663,2.1026582470903903
94,-1.9623962396239625,4.228599181779423,-1.699230087925362,2.1001760485603187
95,-1.961996199619962,4.2251763910079445,-1.698883695083057,2.0976929862821128
96,-1.9615961596159617,4.221752417011123,-1.6985373022407526,2.0952090656335263
97,-1.9611961196119612,4.218327267207953,-1.698190909398448,2.092724291996667
98,-1.9607960796079609,4.214900949023426,-1.6978445165561433,2.0902386707579907
99,-1.9603960396039604,4.21147346988848,-1.6974981237138387,2.08775220730827
100,-1.95999599959996,4.208044837239985,-1.697151730871534,2.085264907042579
101,-1.9595959595959596,4.204615058520698,-1.6968053380292294,2.0827767753602626
102,-1.9591959195919593,4.201184141179253,-1.6964589451869247,2.0802878176649298
103,-1.9587958795879588,4.197752092670107,-1.69611255234462,2.0777980393644135
104,-1.9583958395839585,4.194318920453535,-1.6957661595023155,2.0753074458707674
105,-1.957995799579958,4.190884631995578,-1.6954197666600108,2.072816042600229
106,-1.9575957595759577,4.187449234768035,-1.6950733738177062,2.070323834973211
107,-1.9571957195719571,4.184012736248408,-1.6947269809754015,2.0678308284142646
108,-1.9567956795679569,4.1805751439198975,-1.694380588133097,2.065337028352075
109,-1.9563956395639563,4.177136465271352,-1.6940341952907922,2.0628424402194243
110,-1.955995599559956,4.1736967077972515,-1.6936878024484878,2.0603470694531807
111,-1.9555955595559555,4.170255878997672,-1.693341409606183,2.057850921494271
112,-1.9551955195519553,4.166813986378255,-1.6929950167638785,2.05535400178766
113,-1.9547954795479547,4.163371037450177,-1.6926486239215737,2.052856315782328
114,-1.9543954395439544,4.1599270397301265,-1.6923022310792692,2.050357868931254
115,-1.953995399539954,4.156482000740262,-1.6919558382369646,2.047858666691385
116,-1.9535953595359536,4.153035928008196,-1.69160944539466,2.045358714523625
117,-1.9531953195319531,4.149588829066947,-1.6912630525523553,2.0428580178927986
118,-1.9527952795279528,4.146140711454932,-1.6909166597100507,2.0403565822676484
119,-1.9523952395239523,4.142691582715912,-1.690570266867746,2.037854413120792
120,-1.951995199519952,4.139241450398985,-1.6902238740254414,2.0353515159287205
121,-1.9515951595159515,4.135790322058534,-1.6898774811831367,2.0328478961717584
122,-1.9511951195119512,4.132338205254216,-1.689531088340832,2.0303435593340557
123,-1.9507950795079507,4.128885107550918,-1.6891846954985275,2.027838510903556
124,-1.9503950395039504,4.125431036518733,-1.6888383026562228,2.0253327563719816
125,-1.94999499949995,4.12197599973293,-1.6884919098139182,2.0228263012348084
126,-1.9495949594959496,4.118520004773924,-1.6881455169716137,2.020319150991245
127,-1.9491949194919491,4.115063059227235,-1.6877991241293089,2.0178113111442046
128,-1.9487948794879488,4.111605170683479,-1.6874527312870045,2.0153027872002967
129,-1.9483948394839483,4.108146346738315,-1.6871063384446996,2.012793584669789
130,-1.947994799479948,4.104686594992434,-1.6867599456023952,2.0102837090666
131,-1.9475947594759475,4.101225923051509,-1.6864135527600903,2.007773165908262
132,-1.9471947194719472,4.097764338526186,-1.6860671599177859,2.005261960715916
133,-1.9467946794679467,4.094301849032033,-1.6857207670754812,2.0027500990142717
134,-1.9463946394639464,4.090838462189527,-1.6853743742331766,2.000237586331603
135,-1.945994599459946,4.087374185624007,-1.685027981390872,1.9977244281997082
136,-1.9455945594559456,4.083909026965663,-1.6846815885485673,1.9952106301539054
137,-1.945194519451945,4.080442993849482,-1.6843351957062627,1.9926961977329944
138,-1.9447944794479448,4.076976093915245,-1.683988802863958,1.9901811364792494
139,-1.9443944394439443,4.073508334807465,-1.6836424100216534,1.9876654519383816
140,-1.943994399439944,4.070039724175387,-1.6832960171793487,1.9851491496595317
141,-1.9435943594359435,4.066570269672933,-1.682949624337044,1.9826322351952352
142,-1.9431943194319432,4.063099978958688,-1.6826032314947397,1.9801147141014086
143,-1.9427942794279427,4.059628859695861,-1.6822568386524348,1.9775965919373255
144,-1.9423942394239424,4.056156919552258,-1.6819104458101304,1.9750778742655917
145,-1.941994199419942,4.052684166200244,-1.6815640529678255,1.972558566652122
146,-1.9415941594159416,4.049210607316726,-1.681217660125521,1.9700386746661256
147,-1.941194119411941,4.045736250583107,-1.6808712672832162,1.9675182038800731
148,-1.9407940794079408,4.04226110368527,-1.6805248744409118,1.9649971598696863
149,-1.9403940394039403,4.038785174313531,-1.680178481598607,1.9624755482139007
150,-1.93999399939994,4.035308470162627,-1.6798320887563025,1.9599533744948618
151,-1.9395939593959395,4.031830998931664,-1.6794856959139979,1.9574306442978826
152,-1.9391939193919392,4.02835276832411,-1.6791393030716932,1.9549073632114409
153,-1.938793879387939,4.024873786047741,-1.6787929102293888,1.9523835368271398
154,-1.9383938393839384,4.021394059814624,-1.678446517387084,1.949859170739696
155,-1.937993799379938,4.017913597341087,-1.6781001245447795,1.9473342705469157
156,-1.9375937593759376,4.0144324063476775,-1.6777537317024747,1.944808841849668
157,-1.9371937193719373,4.010950494559145,-1.6774073388601702,1.9422828902518696
158,-1.9367936793679368,4.0074678697043975,-1.6770609460178654,1.9397564213604535
159,-1.9363936393639365,4.003984539516479,-1.676714553175561,1.9372294407853534
160,-1.935993599359936,4.000500511732535,-1.6763681603332563,1.9347019541394797
161,-1.9355935593559357,3.997015794093786,-1.6760217674909517,1.932173967038696
162,-1.9351935193519352,3.9935303943454845,-1.675675374648647,1.9296454851017946
163,-1.9347934793479349,3.990044320236904,-1.6753289818063424,1.9271165139504822
164,-1.9343934393439344,3.9865575795212846,-1.6749825889640377,1.9245870592093444
165,-1.933993399339934,3.9830701799558255,-1.674636196121733,1.9220571265058375
166,-1.9335933593359336,3.9795821293016314,-1.6742898032794284,1.9195267214702532
167,-1.9331933193319333,3.976093435323702,-1.6739434104371238,1.916995849735707
168,-1.9327932793279328,3.9726041057908827,-1.6735970175948192,1.9144645169381043
169,-1.9323932393239325,3.969114148475851,-1.6732506247525145,1.9119327287161318
170,-1.931993199319932,3.965623571155067,-1.6729042319102099,1.90940049071122
171,-1.9315931593159317,3.9621323816087615,-1.6725578390679054,1.9068678085675332
172,-1.9311931193119312,3.958640587620885,-1.6722114462256006,1.9043346879319367
173,-1.9307930793079309,3.9551481969790983,-1.6718650533832962,1.9018011344539847
174,-1.9303930393039304,3.9516552174747175,-1.6715186605409913,1.8992671537858852
175,-1.92999299929993,3.9481616569027067,-1.6711722676986869,1.896732751582492
176,-1.9295929592959296,3.944667523061627,-1.670825874856382,1.8941979335012689
177,-1.9291929192919293,3.9411728237536154,-1.6704794820140776,1.8916627052022725
178,-1.9287928792879288,3.9376775667843553,-1.670133089171773,1.8891270723481328
179,-1.9283928392839285,3.9341817599630384,-1.6697866963294683,1.8865910406040252
180,-1.927992799279928,3.9306854111023344,-1.6694403034871637,1.884054615637648
181,-1.9275927592759277,3.9271885280183705,-1.669093910644859,1.8815178031192084
182,-1.9271927192719271,3.923691118530681,-1.6687475178025544,1.8789806087213834
183,-1.9267926792679269,3.920193190462197,-1.6684011249602497,1.8764430381193158
184,-1.9263926392639263,3.916694751639196,-1.668054732117945,1.8739050969905764
185,-1.925992599259926,3.9131958098912873,-1.6677083392756404,1.8713667910151517
